Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Onyeka Okongwu,23.9,ATL,Big,2062,60,75.9%,65,13.6%,47,1.3%,50,22.3%
Isaac Okoro,23.8,CLE,Forward,984,52,78.4%,24,6.4%,43,0.7%,15,11.8%
Kelly Olynyk,33.5,TOR,Big,377,75,80.5%,64,13.5%,72,1.8%,10,5.6%
Kelly Olynyk,33.5,NOP,Big,507,55,75.4%,73,14.5%,90,2.4%,13,12.0%
Kelly Oubre,28.9,PHI,Forward,2065,36,75.1%,78,12.0%,66,1.0%,89,31.3%
Chris Paul,39.5,SAS,Point,2291,98,92.4%,4,2.2%,44,1.3%,10,15.4%
Cameron Payne,30.2,NYK,Combo,1037,98,91.8%,22,4.6%,31,0.8%,37,20.0%
Elfrid Payton,30.7,NOP,Combo,359,0,57.1%,13,3.1%,21,0.7%,85,33.3%
Elfrid Payton,30.7,CHA,Point,104,0,0.0%,0,0.0%,0,0.4%,100,0.0%
Gary Payton II,31.9,GSW,Wing,920,10,69.4%,37,6.2%,31,0.7%,99,52.6%
Drew Peterson,25.0,BOS,Forward,127,0,66.7%,32,7.4%,65,1.0%,0,0.0%
Julian Phillips,21.0,CHI,Big,1044,82,82.1%,35,10.3%,15,0.7%,56,23.3%
Jalen Pickett,25.0,DEN,Combo,573,0,75.0%,10,2.6%,0,0.2%,92,50.0%
Scotty Pippen,24.0,MEM,Combo,1658,11,71.4%,86,12.8%,78,1.7%,79,29.3%
Mason Plumlee,34.7,PHX,Big,1255,18,64.2%,99,23.0%,64,1.7%,14,12.5%
Brandin Podziemski,21.7,GSW,Combo,1675,31,76.1%,37,6.5%,43,1.2%,59,24.4%
Jakob Poeltl,29.0,TOR,Big,1685,23,67.4%,44,11.2%,52,1.4%,83,30.0%
Jordan Poole,25.4,WAS,Point,2000,85,88.3%,62,9.0%,98,3.4%,15,16.7%
Craig Porter,24.7,CLE,Combo,401,0,68.0%,72,10.5%,24,0.8%,61,25.0%
Kevin Porter,24.5,MIL,Combo,596,79,87.9%,92,13.9%,87,1.9%,44,21.1%
Kevin Porter,24.5,LAC,Combo,842,3,62.0%,51,8.1%,85,1.9%,30,18.2%
Michael Porter,26.3,DEN,Forward,2590,43,76.7%,39,7.9%,51,0.8%,46,20.5%
Bobby Portis,29.7,MIL,Big,1237,87,83.6%,10,5.4%,50,1.3%,71,27.3%
Kristaps Porzingis,29.3,BOS,Big,1208,78,80.9%,66,13.8%,100,4.4%,21,15.7%
Quinten Post,24.6,GSW,Big,635,0,72.7%,5,3.5%,13,0.6%,0,0.0%
Micah Potter,26.6,UTA,Big,679,0,83.3%,13,6.6%,20,0.7%,48,22.2%
Dwight Powell,33.3,DAL,Big,467,41,71.0%,94,20.3%,75,1.9%,53,23.1%
Norman Powell,31.4,LAC,Wing,1956,51,80.3%,77,10.8%,97,2.0%,19,14.3%
Taurean Prince,30.6,MIL,Wing,2161,55,81.3%,8,2.7%,22,0.6%,78,28.6%
Payton Pritchard,26.8,BOS,Point,2201,60,84.0%,8,2.8%,33,1.1%,81,30.4%
Olivier-Maxence Prosper,22.3,DAL,Forward,498,4,59.6%,95,17.7%,73,1.1%,13,10.7%
Trevelin Queen,27.7,ORL,Wing,352,0,84.6%,31,5.8%,37,0.7%,30,16.7%
Neemias Queta,25.3,BOS,Big,768,57,75.5%,55,12.2%,57,1.5%,16,13.0%
Immanuel Quickley,25.4,TOR,Combo,917,73,86.5%,80,12.2%,63,1.4%,31,18.6%
Lester Quinones,24.0,NOP,Big,148,0,80.0%,12,6.3%,93,2.6%,61,25.0%
Julius Randle,29.9,MIN,Big,2222,77,80.6%,76,14.8%,78,1.9%,38,20.4%
Duop Reath,28.4,POR,Big,372,0,100.0%,4,3.2%,21,0.8%,0,0.0%
Austin Reaves,26.4,LAL,Combo,2549,76,87.7%,91,13.5%,95,2.2%,68,26.6%
Cameron Reddish,25.2,LAL,Forward,553,0,58.3%,85,13.3%,32,0.6%,86,30.8%
Paul Reed,25.4,DET,Big,347,51,73.1%,19,7.5%,67,1.7%,48,22.2%
Alex Reese,25.5,PHI,Forward,196,0,72.7%,75,11.8%,2,0.2%,93,33.3%
Antonio Reeves,23.9,NOP,Wing,548,34,75.9%,42,6.6%,7,0.3%,55,23.1%
Naz Reid,25.2,MIN,Big,2190,65,77.6%,19,7.2%,23,0.9%,79,29.0%
Jared Rhoden,25.2,TOR,Wing,205,0,87.5%,91,13.3%,11,0.4%,0,0.0%
Nick Richards,26.9,PHX,Big,815,83,82.2%,65,13.7%,36,1.1%,33,19.4%
Nick Richards,26.9,CHA,Big,438,27,67.8%,100,27.6%,45,1.2%,51,22.5%
Josh Richardson,31.1,MIA,Combo,139,0,100.0%,31,5.6%,85,1.9%,0,0.0%
Zaccharie Risacher,19.6,ATL,Forward,1804,25,71.1%,50,8.8%,27,0.6%,62,23.6%
Duncan Robinson,30.5,MIA,Wing,1778,94,88.7%,7,2.7%,45,0.8%,30,16.7%
Mitchell Robinson,26.6,NYK,Big,288,0,68.4%,32,9.8%,61,1.5%,23,16.7%
Orlando Robinson,24.3,TOR,Big,668,69,78.7%,47,11.5%,32,1.0%,9,3.4%
Jeremiah Robinson-Earl,24.0,NOP,Big,1134,96,86.3%,16,6.8%,16,0.7%,16,13.0%
David Roddy,23.6,ATL,Forward,302,0,78.9%,58,9.8%,40,0.7%,16,12.5%
Ryan Rollins,22.3,MIL,Point,751,28,79.5%,38,7.3%,40,1.2%,75,27.8%
Terry Rozier,30.6,MIA,Point,1630,70,85.2%,37,7.3%,17,0.9%,29,18.8%
Rayan Rupert,20.4,POR,Combo,325,0,66.7%,33,5.7%,10,0.5%,97,66.7%
D'Angelo Russell,28.7,BKN,Point,716,48,82.6%,69,11.0%,85,2.6%,44,20.5%
D'Angelo Russell,28.7,LAL,Point,755,65,84.3%,27,6.8%,46,1.3%,25,18.2%
Domantas Sabonis,28.5,SAC,Big,2427,56,75.4%,64,13.5%,91,2.5%,64,25.4%
Tidjane Salaun,19.2,CHA,Big,1181,50,72.8%,30,9.5%,41,1.1%,20,15.2%
Gui Santos,22.4,GSW,Wing,647,14,71.1%,73,10.0%,72,1.1%,92,37.5%
Dario Saric,30.6,DEN,Big,198,0,70.0%,25,8.8%,80,2.0%,0,0.0%
Alexandre Sarr,19.5,WAS,Big,1809,30,68.1%,22,8.6%,33,1.0%,19,14.5%
Marcus Sasser,24.1,DET,Point,724,57,83.3%,44,7.8%,50,1.4%,56,23.8%
Baylor Scheierman,24.1,BOS,Forward,309,0,75.0%,17,4.8%,56,0.9%,0,0.0%
Dennis Schroder,31.1,DET,Point,695,45,82.4%,75,11.4%,81,2.5%,33,19.4%
Dennis Schroder,31.1,BKN,Combo,772,84,88.9%,44,7.6%,98,2.4%,69,26.9%
Dennis Schroder,31.1,GSW,Combo,629,23,74.4%,26,5.0%,75,1.6%,10,7.7%
Alperen Sengun,22.3,HOU,Big,2391,35,69.2%,75,14.7%,98,3.5%,48,22.2%
Brice Sensabaugh,21.0,UTA,Forward,1393,95,88.1%,21,5.7%,9,0.4%,92,32.4%
Collin Sexton,25.8,UTA,Wing,1754,84,86.3%,86,12.2%,98,2.2%,65,25.9%
Landry Shamet,27.6,NYK,Wing,703,0,64.7%,13,3.7%,61,1.0%,60,25.0%
Terrence Shannon Jr.,24.3,MIN,Forward,267,0,81.0%,74,11.5%,4,0.3%,67,25.0%
Day'Ron Sharpe,23.0,BKN,Big,868,71,79.4%,29,9.4%,71,1.8%,56,23.3%
Shaedon Sharpe,21.4,POR,Combo,2258,37,78.5%,67,10.1%,47,1.2%,74,27.7%
Jamal Shead,22.3,TOR,Point,1379,20,77.6%,29,7.0%,23,1.0%,92,40.0%
Ben Sheppard,23.3,IND,Wing,1175,0,87.5%,15,4.0%,13,0.4%,74,27.3%
Reed Sheppard,20.4,HOU,Combo,543,0,83.3%,5,1.9%,5,0.4%,0,0.0%
Pascal Siakam,30.6,IND,Big,2547,52,73.7%,51,11.8%,70,1.8%,67,26.1%
Ben Simmons,28.3,LAC,Point,289,0,85.7%,31,7.1%,10,0.8%,62,25.0%
Ben Simmons,28.3,BKN,Point,820,10,69.2%,40,7.3%,37,1.2%,83,30.8%
Anfernee Simons,25.4,POR,Combo,2291,94,90.2%,38,6.9%,34,0.9%,53,23.5%
K.J. Simpson,22.2,CHA,Point,804,30,81.6%,35,7.2%,79,2.1%,73,27.3%
Jericho Sims,26.0,MIL,Big,203,0,0.0%,0,0.0%,14,0.7%,99,0.0%
Jericho Sims,26.0,NYK,Big,354,0,61.5%,52,11.9%,61,1.5%,34,20.0%
Marcus Smart,30.7,WAS,Combo,280,10,68.6%,48,7.8%,100,2.9%,47,22.2%
Marcus Smart,30.7,MEM,Combo,397,60,83.3%,40,7.1%,74,1.6%,13,9.1%
Dru Smith,26.8,MIA,Combo,248,0,76.9%,18,3.4%,17,0.7%,0,0.0%
Jalen Smith,24.6,CHI,Big,919,73,80.0%,33,10.0%,58,1.5%,76,28.6%
Jabari Smith Jr.,21.5,HOU,Big,1711,86,83.2%,22,8.4%,63,1.6%,27,17.6%
Nick Smith Jr.,20.5,CHA,Combo,1300,100,97.5%,9,2.4%,18,0.7%,21,15.4%
Jeremy Sochan,21.5,SAS,Forward,1365,19,69.6%,79,12.0%,79,1.3%,76,27.9%
Cam Spencer,24.6,MEM,Wing,207,0,100.0%,26,5.3%,54,1.0%,60,25.0%
Pat Spencer,28.3,GSW,Combo,143,0,81.8%,62,9.5%,82,1.8%,25,16.7%
Jaden Springer,22.1,UTA,Combo,223,0,70.6%,89,13.1%,83,1.8%,17,12.5%
Lamar Stevens,27.3,MEM,Forward,144,0,70.0%,43,8.3%,30,0.6%,42,20.0%
Isaiah Stewart,23.4,DET,Big,1425,59,75.9%,50,11.8%,59,1.5%,72,27.5%
Julian Strawther,22.5,DEN,Wing,1302,75,84.8%,46,6.9%,92,1.7%,46,21.2%
Max Strus,28.6,CLE,Wing,1267,64,82.4%,6,2.6%,74,1.2%,41,20.0%
Jalen Suggs,23.4,ORL,Point,1001,78,87.6%,50,8.3%,88,2.8%,56,23.8%
Cole Swider,25.5,TOR,Big,149,0,0.0%,1,1.9%,0,0.0%,98,100.0%
Jae'Sean Tate,29.0,HOU,Forward,500,18,69.4%,63,10.3%,86,1.5%,19,14.3%
Jayson Tatum,26.7,BOS,Forward,2622,69,81.6%,71,11.0%,95,2.1%,50,21.0%
Garrett Temple,38.5,TOR,Combo,180,0,87.5%,34,5.8%,70,1.6%,0,0.0%
Dalen Terry,22.3,CHI,Wing,907,23,73.2%,75,10.0%,41,0.8%,24,15.4%
Daniel Theis,32.6,NOP,Big,612,89,83.8%,39,10.7%,69,1.8%,34,20.0%
Cameron Thomas,23.1,BKN,Wing,793,89,88.0%,97,14.0%,97,2.2%,53,22.5%
Amen Thompson,21.8,HOU,Combo,2203,8,68.5%,99,15.6%,23,0.7%,33,18.9%
Ausar Thompson,21.8,DET,Wing,1310,0,64.5%,84,12.1%,87,1.5%,23,14.8%
Klay Thompson,34.7,DAL,Forward,1960,100,91.8%,8,3.1%,14,0.5%,67,25.0%
Tristan Thompson,33.6,CLE,Big,192,0,20.0%,85,16.7%,51,1.3%,23,16.7%
JT Thor,22.2,WAS,Big,192,0,57.1%,74,14.6%,25,0.9%,0,0.0%
Matisse Thybulle,27.7,POR,Wing,312,0,46.7%,40,6.5%,29,0.6%,30,16.7%
Xavier Tillman,25.8,BOS,Big,154,0,75.0%,3,2.9%,24,0.9%,0,0.0%
Drew Timme,24.1,BKN,Big,237,0,57.1%,26,9.1%,48,1.3%,95,44.4%
Obi Toppin,26.7,IND,Forward,1522,51,78.2%,37,7.7%,70,1.1%,72,25.5%
Karl-Anthony Towns,29.0,NYK,Big,2511,85,82.7%,80,15.9%,83,2.1%,82,29.6%
Gary Trent Jr.,25.8,MIL,Wing,1876,72,84.3%,30,5.7%,15,0.5%,55,23.1%
Oscar Tshiebwe,24.9,UTA,Big,253,47,72.4%,98,22.2%,2,0.3%,86,33.3%
Myles Turner,28.6,IND,Big,2173,64,77.3%,59,13.0%,68,1.8%,44,21.4%
Hunter Tyson,24.4,DEN,Forward,307,0,92.9%,41,8.1%,11,0.4%,79,28.6%
Jaylon Tyson,21.9,CLE,Forward,322,0,81.3%,27,6.7%,82,1.4%,79,28.6%
Jonas Valanciunas,32.5,SAC,Big,531,94,84.7%,59,13.0%,87,2.3%,41,20.7%
Jonas Valanciunas,32.5,WAS,Big,982,100,89.6%,41,10.8%,92,2.5%,34,20.0%
Fred VanVleet,30.7,HOU,Point,2122,50,82.8%,17,5.9%,35,1.2%,21,17.4%
Jarred Vanderbilt,25.6,LAL,Big,571,4,55.6%,39,10.7%,60,1.5%,17,14.3%
Devin Vassell,24.2,SAS,Wing,1978,46,79.2%,43,6.7%,34,0.7%,90,35.5%
Gabe Vincent,28.4,LAL,Combo,1489,0,71.4%,2,1.5%,15,0.6%,25,16.7%
Nikola Vucevic,34.0,CHI,Big,2277,76,80.5%,12,6.4%,65,1.7%,83,30.0%
Tristan Vukcevic,21.6,WAS,Big,439,53,74.5%,62,13.4%,53,1.4%,86,33.3%
Dean Wade,27.9,CLE,Forward,1228,3,53.3%,15,4.8%,18,0.5%,99,53.8%
Franz Wagner,23.2,ORL,Forward,2021,92,87.1%,66,10.8%,91,1.9%,18,13.8%
Moritz Wagner,27.5,ORL,Big,555,47,72.4%,87,17.0%,95,2.9%,70,27.1%
Jabari Walker,22.3,POR,Big,617,39,70.2%,67,13.8%,35,1.1%,28,17.9%
Jarace Walker,21.2,IND,Forward,1097,6,62.5%,46,8.6%,50,0.8%,85,30.0%
Lonnie Walker,25.9,PHI,Forward,468,58,80.0%,25,6.5%,25,0.5%,79,28.6%
Cason Wallace,21.0,OKC,Combo,1846,35,78.1%,11,3.1%,7,0.4%,91,46.7%
Keaton Wallace,25.7,ATL,Combo,476,0,100.0%,16,3.3%,2,0.4%,37,20.0%
Jordan Walsh,20.7,BOS,Wing,288,0,42.9%,24,5.3%,23,0.6%,85,33.3%
Ja'Kobe Walter,20.2,TOR,Combo,1045,44,80.0%,59,9.5%,22,0.7%,55,23.7%
Kel'el Ware,20.5,MIA,Big,1388,25,67.7%,18,7.0%,12,0.6%,42,21.2%
PJ Washington,26.2,DAL,Big,1824,46,72.2%,57,12.7%,44,1.2%,39,20.4%
Lindy Waters,27.3,GSW,Wing,580,0,66.7%,4,2.3%,14,0.4%,60,25.0%
Trendon Watford,24.0,BKN,Big,906,62,76.2%,79,15.6%,79,1.9%,52,23.0%
Peyton Watson,22.1,DEN,Forward,1625,21,69.7%,86,13.6%,29,0.6%,39,18.8%
Jaylen Wells,21.2,MEM,Wing,2009,60,81.7%,62,8.1%,59,1.0%,66,26.3%
Victor Wembanyama,20.8,SAS,Big,1522,86,83.5%,30,9.4%,99,3.7%,68,26.7%
Blake Wesley,21.6,SAS,Combo,571,5,63.3%,93,14.0%,40,1.1%,16,12.0%
Russell Westbrook,36.0,DEN,Point,2081,0,65.8%,77,11.9%,27,1.0%,31,19.3%
Coby White,24.7,CHI,Combo,2449,92,90.2%,77,11.0%,92,2.0%,75,27.8%
Derrick White,30.3,BOS,Combo,2562,63,83.9%,36,6.3%,60,1.4%,23,15.9%
Dariq Whitehead,20.3,BKN,Combo,215,0,66.7%,7,2.4%,14,0.6%,92,50.0%
Cam Whitmore,20.3,HOU,Forward,730,31,73.1%,34,7.5%,13,0.4%,67,25.0%
Aaron Wiggins,25.8,OKC,Wing,1653,61,81.7%,28,5.6%,17,0.5%,41,20.0%
Andrew Wiggins,29.7,GSW,Forward,1295,48,77.7%,84,13.1%,76,1.2%,58,23.3%
Andrew Wiggins,29.7,MIA,Wing,546,20,73.1%,90,12.9%,30,0.7%,50,22.2%
Brandon Williams,24.9,DAL,Point,417,38,82.1%,90,14.3%,73,2.0%,71,26.9%
Cody Williams,19.9,UTA,Wing,1041,19,72.5%,54,7.5%,9,0.4%,41,20.0%
Grant Williams,25.9,CHA,Big,478,89,83.8%,31,9.8%,82,2.0%,11,7.7%
Jalen Williams,23.6,OKC,Forward,2232,55,78.7%,77,11.9%,81,1.4%,52,21.7%
Jaylin Williams,22.3,OKC,Big,706,54,75.0%,8,5.2%,18,0.7%,93,36.4%
Kenrich Williams,29.9,OKC,Big,1056,44,71.8%,10,6.0%,12,0.6%,92,35.0%
Mark Williams,22.9,CHA,Big,1163,74,80.2%,88,17.2%,55,1.4%,78,28.7%
Patrick Williams,23.2,CHI,Forward,1565,29,72.3%,32,7.4%,38,0.7%,42,20.0%
Robert Williams,27.0,POR,Big,351,0,88.2%,39,10.7%,7,0.5%,86,33.3%
Ziaire Williams,23.1,BKN,Wing,1533,67,82.8%,63,8.4%,85,1.4%,17,12.8%
Vince Williams Jr.,24.2,MEM,Wing,493,0,79.2%,25,5.3%,90,1.6%,50,22.2%
Zion Williamson,24.3,NOP,Forward,852,12,65.6%,97,22.2%,89,1.8%,74,26.3%
Jalen Wilson,24.0,BKN,Forward,1979,61,80.8%,47,8.7%,77,1.3%,25,16.1%
Isaiah Wong,23.8,CHA,Combo,248,18,73.5%,97,15.6%,20,0.7%,14,11.8%
Delon Wright,32.5,MIL,Combo,358,0,56.3%,57,9.5%,38,1.0%,0,0.0%
Delon Wright,32.5,NYK,Point,202,0,80.0%,25,6.3%,13,0.9%,88,33.3%
Guerschon Yabusele,28.9,PHI,Big,1867,48,72.5%,33,10.2%,50,1.3%,41,21.0%
Trae Young,26.1,ATL,Point,2736,75,87.5%,83,12.4%,94,3.2%,38,19.8%
Ivica Zubac,27.6,LAC,Big,2622,19,66.1%,54,12.1%,76,1.9%,79,29.0%
Tristan daSilva,23.5,ORL,Forward,1528,87,86.2%,23,5.8%,35,0.7%,37,18.5%