event_date,home_team,away_team,player_name,bookmaker,line,over_price,under_price,timestamp
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,betonlineag,27.5,-115.0,-112.0,2025-10-20T14:32:14.076366
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,bovada,23.5,-260.0,190.0,2025-10-20T14:32:14.075455
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,bovada,24.5,-210.0,155.0,2025-10-20T14:32:14.075466
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,bovada,25.5,-170.0,130.0,2025-10-20T14:32:14.075478
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,bovada,26.5,-135.0,105.0,2025-10-20T14:32:14.075489
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,bovada,27.5,-115.0,-115.0,2025-10-20T14:32:14.075501
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,bovada,28.5,105.0,-135.0,2025-10-20T14:32:14.075512
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,bovada,29.5,125.0,-165.0,2025-10-20T14:32:14.075523
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,bovada,30.5,150.0,-200.0,2025-10-20T14:32:14.075536
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,bovada,31.5,175.0,-240.0,2025-10-20T14:32:14.075548
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,bovada,32.5,210.0,-290.0,2025-10-20T14:32:14.075560
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,draftkings,27.5,-124.0,-105.0,2025-10-20T14:32:14.075327
2025-10-22,Atlanta Hawks,Toronto Raptors,Brandon Ingram,fanduel,27.5,-112.0,-118.0,2025-10-20T14:32:14.075420
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,betonlineag,22.5,-114.0,-114.0,2025-10-20T14:32:14.076354
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,bovada,18.5,-290.0,210.0,2025-10-20T14:32:14.075572
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,bovada,19.5,-220.0,165.0,2025-10-20T14:32:14.075583
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,bovada,20.5,-180.0,135.0,2025-10-20T14:32:14.075595
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,bovada,21.5,-145.0,110.0,2025-10-20T14:32:14.075607
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,bovada,22.5,-115.0,-115.0,2025-10-20T14:32:14.075618
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,bovada,23.5,105.0,-135.0,2025-10-20T14:32:14.075634
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,bovada,24.5,130.0,-170.0,2025-10-20T14:32:14.075645
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,bovada,25.5,155.0,-210.0,2025-10-20T14:32:14.075657
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,bovada,26.5,185.0,-250.0,2025-10-20T14:32:14.075668
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,draftkings,21.5,-128.0,-102.0,2025-10-20T14:32:14.075361
2025-10-22,Atlanta Hawks,Toronto Raptors,Dyson Daniels,fanduel,22.5,-114.0,-114.0,2025-10-20T14:32:14.075398
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,betonlineag,24.5,-109.0,-119.0,2025-10-20T14:32:14.076305
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,bovada,20.5,-275.0,200.0,2025-10-20T14:32:14.075679
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,bovada,21.5,-215.0,160.0,2025-10-20T14:32:14.075690
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,bovada,22.5,-170.0,130.0,2025-10-20T14:32:14.075701
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,bovada,23.5,-145.0,110.0,2025-10-20T14:32:14.075713
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,bovada,24.5,-115.0,-115.0,2025-10-20T14:32:14.075724
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,bovada,25.5,105.0,-135.0,2025-10-20T14:32:14.075735
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,bovada,26.5,125.0,-165.0,2025-10-20T14:32:14.075746
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,bovada,27.5,150.0,-200.0,2025-10-20T14:32:14.075758
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,bovada,28.5,180.0,-245.0,2025-10-20T14:32:14.075771
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,draftkings,24.5,-107.0,-121.0,2025-10-20T14:32:14.075350
2025-10-22,Atlanta Hawks,Toronto Raptors,Immanuel Quickley,fanduel,24.5,-108.0,-122.0,2025-10-20T14:32:14.075374
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,betonlineag,31.5,-111.0,-116.0,2025-10-20T14:32:14.076342
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,bovada,26.5,-245.0,180.0,2025-10-20T14:32:14.075784
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,bovada,27.5,-200.0,150.0,2025-10-20T14:32:14.075797
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,bovada,28.5,-165.0,125.0,2025-10-20T14:32:14.075810
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,bovada,29.5,-135.0,105.0,2025-10-20T14:32:14.075822
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,bovada,30.5,-115.0,-115.0,2025-10-20T14:32:14.075834
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,bovada,31.5,105.0,-135.0,2025-10-20T14:32:14.075847
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,bovada,32.5,125.0,-165.0,2025-10-20T14:32:14.075860
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,bovada,33.5,145.0,-190.0,2025-10-20T14:32:14.075877
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,bovada,34.5,170.0,-230.0,2025-10-20T14:32:14.075892
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,bovada,35.5,200.0,-275.0,2025-10-20T14:32:14.075904
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,draftkings,31.5,-119.0,-108.0,2025-10-20T14:32:14.075301
2025-10-22,Atlanta Hawks,Toronto Raptors,Jalen Johnson,fanduel,31.5,-106.0,-125.0,2025-10-20T14:32:14.075443
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,betonlineag,27.5,-111.0,-116.0,2025-10-20T14:32:14.076318
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,bovada,23.5,-260.0,190.0,2025-10-20T14:32:14.075917
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,bovada,24.5,-210.0,155.0,2025-10-20T14:32:14.075929
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,bovada,25.5,-170.0,130.0,2025-10-20T14:32:14.075941
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,bovada,26.5,-135.0,105.0,2025-10-20T14:32:14.075955
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,bovada,27.5,-115.0,-115.0,2025-10-20T14:32:14.075968
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,bovada,28.5,105.0,-135.0,2025-10-20T14:32:14.075982
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,bovada,29.5,125.0,-165.0,2025-10-20T14:32:14.075994
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,bovada,30.5,150.0,-200.0,2025-10-20T14:32:14.076006
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,bovada,31.5,175.0,-240.0,2025-10-20T14:32:14.076017
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,bovada,32.5,210.0,-290.0,2025-10-20T14:32:14.076029
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,draftkings,27.5,-112.0,-115.0,2025-10-20T14:32:14.075338
2025-10-22,Atlanta Hawks,Toronto Raptors,R.J. Barrett,fanduel,27.5,-112.0,-118.0,2025-10-20T14:32:14.075386
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,betonlineag,30.5,-110.0,-118.0,2025-10-20T14:32:14.076330
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,bovada,26.5,-250.0,185.0,2025-10-20T14:32:14.076041
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,bovada,27.5,-200.0,150.0,2025-10-20T14:32:14.076053
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,bovada,28.5,-165.0,125.0,2025-10-20T14:32:14.076065
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,bovada,29.5,-135.0,105.0,2025-10-20T14:32:14.076077
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,bovada,30.5,-115.0,-115.0,2025-10-20T14:32:14.076088
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,bovada,31.5,105.0,-135.0,2025-10-20T14:32:14.076100
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,bovada,32.5,120.0,-160.0,2025-10-20T14:32:14.076123
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,bovada,33.5,145.0,-190.0,2025-10-20T14:32:14.076135
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,bovada,34.5,170.0,-230.0,2025-10-20T14:32:14.076147
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,bovada,35.5,200.0,-275.0,2025-10-20T14:32:14.076162
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,draftkings,30.5,-111.0,-117.0,2025-10-20T14:32:14.075313
2025-10-22,Atlanta Hawks,Toronto Raptors,Scottie Barnes,fanduel,30.5,-110.0,-120.0,2025-10-20T14:32:14.075409
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,betonlineag,39.5,-103.0,-125.0,2025-10-20T14:32:14.076378
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,33.5,-260.0,190.0,2025-10-20T14:32:14.076174
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,34.5,-215.0,160.0,2025-10-20T14:32:14.076185
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,35.5,-180.0,135.0,2025-10-20T14:32:14.076197
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,36.5,-150.0,115.0,2025-10-20T14:32:14.076208
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,37.5,-130.0,100.0,2025-10-20T14:32:14.076220
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,38.5,-110.0,-120.0,2025-10-20T14:32:14.076231
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,39.5,105.0,-135.0,2025-10-20T14:32:14.076243
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,40.5,125.0,-165.0,2025-10-20T14:32:14.076255
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,41.5,145.0,-190.0,2025-10-20T14:32:14.076268
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,42.5,165.0,-220.0,2025-10-20T14:32:14.076280
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,bovada,43.5,190.0,-260.0,2025-10-20T14:32:14.076293
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,draftkings,39.5,-107.0,-121.0,2025-10-20T14:32:14.075277
2025-10-22,Atlanta Hawks,Toronto Raptors,Trae Young,fanduel,38.5,-110.0,-120.0,2025-10-20T14:32:14.075432
2025-10-22,Boston Celtics,Philadelphia 76ers,Derrick White,betonlineag,31.5,-118.0,-110.0,2025-10-20T14:32:14.980286
2025-10-22,Boston Celtics,Philadelphia 76ers,Derrick White,fanduel,31.5,-120.0,-110.0,2025-10-20T14:32:14.979593
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,betonlineag,35.5,-114.0,-114.0,2025-10-20T14:32:14.980260
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,32.5,-250.0,185.0,2025-10-20T14:32:14.979653
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,33.5,-210.0,155.0,2025-10-20T14:32:14.979662
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,34.5,-180.0,135.0,2025-10-20T14:32:14.979672
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,35.5,-150.0,115.0,2025-10-20T14:32:14.979682
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,36.5,-125.0,-105.0,2025-10-20T14:32:14.979691
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,37.5,-105.0,-125.0,2025-10-20T14:32:14.979710
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,38.5,110.0,-145.0,2025-10-20T14:32:14.979719
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,39.5,130.0,-170.0,2025-10-20T14:32:14.979729
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,40.5,150.0,-200.0,2025-10-20T14:32:14.979739
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,41.5,170.0,-230.0,2025-10-20T14:32:14.979748
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,bovada,42.5,200.0,-275.0,2025-10-20T14:32:14.979758
2025-10-22,Boston Celtics,Philadelphia 76ers,Jaylen Brown,fanduel,35.5,-114.0,-114.0,2025-10-20T14:32:14.979643
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,betonlineag,38.5,-109.0,-119.0,2025-10-20T14:32:14.980269
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,33.5,-260.0,190.0,2025-10-20T14:32:14.979768
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,34.5,-215.0,160.0,2025-10-20T14:32:14.979777
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,35.5,-180.0,135.0,2025-10-20T14:32:14.979787
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,36.5,-150.0,115.0,2025-10-20T14:32:14.979796
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,37.5,-130.0,100.0,2025-10-20T14:32:14.979806
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,38.5,-110.0,-120.0,2025-10-20T14:32:14.979815
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,39.5,105.0,-135.0,2025-10-20T14:32:14.979825
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,40.5,125.0,-165.0,2025-10-20T14:32:14.979834
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,41.5,145.0,-190.0,2025-10-20T14:32:14.979844
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,42.5,165.0,-220.0,2025-10-20T14:32:14.979853
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,bovada,43.5,190.0,-260.0,2025-10-20T14:32:14.979863
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,draftkings,38.5,-112.0,-115.0,2025-10-20T14:32:14.979546
2025-10-22,Boston Celtics,Philadelphia 76ers,Joel Embiid,fanduel,39.5,-112.0,-118.0,2025-10-20T14:32:14.979622
2025-10-22,Boston Celtics,Philadelphia 76ers,Kelly Oubre Jr,bovada,15.5,-250.0,185.0,2025-10-20T14:32:14.979872
2025-10-22,Boston Celtics,Philadelphia 76ers,Kelly Oubre Jr,bovada,16.5,-190.0,145.0,2025-10-20T14:32:14.979882
2025-10-22,Boston Celtics,Philadelphia 76ers,Kelly Oubre Jr,bovada,17.5,-150.0,115.0,2025-10-20T14:32:14.979891
2025-10-22,Boston Celtics,Philadelphia 76ers,Kelly Oubre Jr,bovada,18.5,-120.0,-110.0,2025-10-20T14:32:14.979947
2025-10-22,Boston Celtics,Philadelphia 76ers,Kelly Oubre Jr,bovada,19.5,105.0,-135.0,2025-10-20T14:32:14.979975
2025-10-22,Boston Celtics,Philadelphia 76ers,Kelly Oubre Jr,bovada,20.5,130.0,-170.0,2025-10-20T14:32:14.979985
2025-10-22,Boston Celtics,Philadelphia 76ers,Kelly Oubre Jr,bovada,21.5,160.0,-215.0,2025-10-20T14:32:14.979994
2025-10-22,Boston Celtics,Philadelphia 76ers,Kelly Oubre Jr,bovada,22.5,190.0,-260.0,2025-10-20T14:32:14.980003
2025-10-22,Boston Celtics,Philadelphia 76ers,Neemias Queta,bovada,13.5,-240.0,175.0,2025-10-20T14:32:14.980012
2025-10-22,Boston Celtics,Philadelphia 76ers,Neemias Queta,bovada,14.5,-180.0,135.0,2025-10-20T14:32:14.980020
2025-10-22,Boston Celtics,Philadelphia 76ers,Neemias Queta,bovada,15.5,-135.0,105.0,2025-10-20T14:32:14.980030
2025-10-22,Boston Celtics,Philadelphia 76ers,Neemias Queta,bovada,16.5,-110.0,-120.0,2025-10-20T14:32:14.980039
2025-10-22,Boston Celtics,Philadelphia 76ers,Neemias Queta,bovada,17.5,115.0,-150.0,2025-10-20T14:32:14.980047
2025-10-22,Boston Celtics,Philadelphia 76ers,Neemias Queta,bovada,18.5,145.0,-190.0,2025-10-20T14:32:14.980057
2025-10-22,Boston Celtics,Philadelphia 76ers,Neemias Queta,bovada,19.5,180.0,-245.0,2025-10-20T14:32:14.980066
2025-10-22,Boston Celtics,Philadelphia 76ers,Payton Pritchard,betonlineag,27.5,-108.0,-120.0,2025-10-20T14:32:14.980251
2025-10-22,Boston Celtics,Philadelphia 76ers,Payton Pritchard,fanduel,27.5,-110.0,-120.0,2025-10-20T14:32:14.979633
2025-10-22,Boston Celtics,Philadelphia 76ers,Quentin Grimes,bovada,19.5,-260.0,190.0,2025-10-20T14:32:14.980081
2025-10-22,Boston Celtics,Philadelphia 76ers,Quentin Grimes,bovada,20.5,-210.0,155.0,2025-10-20T14:32:14.980091
2025-10-22,Boston Celtics,Philadelphia 76ers,Quentin Grimes,bovada,21.5,-165.0,125.0,2025-10-20T14:32:14.980101
2025-10-22,Boston Celtics,Philadelphia 76ers,Quentin Grimes,bovada,22.5,-130.0,100.0,2025-10-20T14:32:14.980110
2025-10-22,Boston Celtics,Philadelphia 76ers,Quentin Grimes,bovada,23.5,-105.0,-125.0,2025-10-20T14:32:14.980119
2025-10-22,Boston Celtics,Philadelphia 76ers,Quentin Grimes,bovada,24.5,115.0,-150.0,2025-10-20T14:32:14.980128
2025-10-22,Boston Celtics,Philadelphia 76ers,Quentin Grimes,bovada,25.5,135.0,-180.0,2025-10-20T14:32:14.980137
2025-10-22,Boston Celtics,Philadelphia 76ers,Quentin Grimes,bovada,26.5,165.0,-220.0,2025-10-20T14:32:14.980155
2025-10-22,Boston Celtics,Philadelphia 76ers,Quentin Grimes,bovada,27.5,200.0,-275.0,2025-10-20T14:32:14.980168
2025-10-22,Boston Celtics,Philadelphia 76ers,Tyrese Maxey,betonlineag,34.5,-115.0,-112.0,2025-10-20T14:32:14.980277
2025-10-22,Boston Celtics,Philadelphia 76ers,Tyrese Maxey,draftkings,34.5,-117.0,-111.0,2025-10-20T14:32:14.979570
2025-10-22,Boston Celtics,Philadelphia 76ers,Tyrese Maxey,fanduel,34.5,-114.0,-114.0,2025-10-20T14:32:14.979613
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,betonlineag,18.5,-111.0,-116.0,2025-10-20T14:32:14.980295
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,bovada,14.5,-290.0,210.0,2025-10-20T14:32:14.980177
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,bovada,15.5,-220.0,165.0,2025-10-20T14:32:14.980186
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,bovada,16.5,-170.0,130.0,2025-10-20T14:32:14.980195
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,bovada,17.5,-130.0,100.0,2025-10-20T14:32:14.980204
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,bovada,18.5,-105.0,-125.0,2025-10-20T14:32:14.980212
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,bovada,19.5,120.0,-160.0,2025-10-20T14:32:14.980222
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,bovada,20.5,145.0,-190.0,2025-10-20T14:32:14.980231
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,bovada,21.5,180.0,-245.0,2025-10-20T14:32:14.980240
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,draftkings,18.5,-108.0,-120.0,2025-10-20T14:32:14.979581
2025-10-22,Boston Celtics,Philadelphia 76ers,VJ Edgecombe,fanduel,18.5,-125.0,-106.0,2025-10-20T14:32:14.979603
2025-10-22,Charlotte Hornets,Brooklyn Nets,Brandon Miller,betonlineag,27.5,-106.0,-122.0,2025-10-20T14:32:11.894442
2025-10-22,Charlotte Hornets,Brooklyn Nets,Brandon Miller,bovada,23.5,-245.0,180.0,2025-10-20T14:32:11.894063
2025-10-22,Charlotte Hornets,Brooklyn Nets,Brandon Miller,bovada,24.5,-200.0,150.0,2025-10-20T14:32:11.894075
2025-10-22,Charlotte Hornets,Brooklyn Nets,Brandon Miller,bovada,25.5,-160.0,120.0,2025-10-20T14:32:11.894086
2025-10-22,Charlotte Hornets,Brooklyn Nets,Brandon Miller,bovada,26.5,-130.0,100.0,2025-10-20T14:32:11.894098
2025-10-22,Charlotte Hornets,Brooklyn Nets,Brandon Miller,bovada,27.5,-110.0,-120.0,2025-10-20T14:32:11.894109
2025-10-22,Charlotte Hornets,Brooklyn Nets,Brandon Miller,bovada,28.5,110.0,-145.0,2025-10-20T14:32:11.894121
2025-10-22,Charlotte Hornets,Brooklyn Nets,Brandon Miller,bovada,29.5,130.0,-170.0,2025-10-20T14:32:11.894132
